atomic_number,mass,abundance,mass_number,mass_uncertainty,is_radioactive,half_life,half_life_unit,spin,g_factor,quadrupole_moment,parity,discovery_year,g_factor_uncertainty,abundance_uncertainty,half_life_uncertainty,quadrupole_moment_uncertainty
"17",33.97376249,,"34",5.2e-08,"1",1.5267,sec,"0",0,0,"+","1934",0,,0.0004,0
"18",33.980270092,,"34",8.3e-08,"1",846.46,msec,"0",0,0,"+","1966",0,,0.35,0
"19",33.99869,,"34",0.00021,"0",,,"1",,,"+",,,,,
"20",34.015985,,"34",0.000322,"0",,,"0",0,0,"+",,0,,,0
"11",35.040614,,"35",0.00072,"1",1.5,msec,3/2,,,"+","1983",,,0.5,
"12",35.01679,,"35",0.0002895,"1",11.3,msec,3/2,,,"-","1989",,,0.6,
"13",34.999759816,,"35",7.9e-06,"1",38.16,msec,5/2,,,"+","1979",,,0.21,
"14",34.984550111,,"35",3.8494e-05,"1",780,msec,7/2,0.468285739421844,,,"1971",0.00114285724703223,,120,
"15",34.973314045,,"35",2.003e-06,"1",47.3,sec,1/2,,0,"+","1971",,,0.8,0
"16",34.969032321,,"35",4.3e-08,"1",87.37,day,3/2,0.666666686534882,-0.483000010251999,"+","1936",0.0266666654497385,,0.04,0.00300000002607703
"17",34.968852694,75.8,"35",3.8e-08,"0",,,3/2,0.547800004482269,-0.0816999971866608,"+","1919",1.33333332996699e-05,0.2,,0.0007999999797903
"18",34.975257719,,"35",7.3e-07,"1",1.7756,sec,3/2,0.421333342790604,-0.0839999988675117,"+","1940",0.000133333334815688,,0.001,0.0150000005960464
"19",34.988005406,,"35",5.5e-07,"1",175.2,msec,3/2,0.26133331656456,,,"1976",0.00466666696593165,,1.9,
"20",35.005572,,"35",0.000215,"1",25.7,msec,1/2,,0,"+","1985",,,0.2,0
"21",35.029093,,"35",0.000429,"0",,,7/2,,,"-",,,,,
"11",36.049279,,"36",0.000737,"0",,,,,,,,,,,
"12",36.021879,,"36",0.000741,"1",3.9,msec,"0",0,0,"+","1989",0,,1.3,0
"13",36.006388,,"36",0.0001605,"1",90,msec,,,,,"1979",,,40,
"14",35.986649271,,"36",7.7077e-05,"1",503,msec,"0",0,0,"+","1971",0,,2,0
"15",35.97825961,,"36",1.4078e-05,"1",5.6,sec,"4",,,"-","1971",,,0.3,
"16",35.967080692,0.0158,"36",2.01e-07,"0",,,"0",0,0,"+","1938",0,0.0017,,0
"17",35.968306822,,"36",3.8e-08,"1",301.3,kyear,"2",0.642449975013733,-0.178000003099442,"+","1941",0.000149999992572702,,1.5,0.00400000018998981
"18",35.967545106,0.3336,"36",2.8e-08,"0",,,"0",0,0,"+","1920",0,0.021,,0
"19",35.981301887,,"36",3.49e-07,"1",341,msec,"2",0.273999989032745,,"+","1967",0.000500000023748726,,3,
"20",35.993074388,,"36",4.2941e-05,"1",100.9,msec,"0",0,0,"+","1977",0,,1.3,0
"21",36.017338,,"36",0.000322,"0",,,,,,,,,,,
"11",37.057042,,"37",0.000737,"1",,msec,3/2,,,"+","2002",,,,
"12",37.030286265,,"37",0.00075035,"1",8,msec,3/2,,,"-","1996",,,4,
"13",37.010531,,"37",0.0001935,"1",11.4,msec,5/2,,,"+","1979",,,0.3,
"14",36.992945191,,"37",0.000122179,"1",141,msec,5/2,,,"-","1979",,,3.5,
"15",36.979606942,,"37",4.0738e-05,"1",2.31,sec,1/2,,0,"+","1971",,,0.13,0
"16",36.9711255,,"37",2.12e-07,"1",5.05,minute,7/2,,,"-","1945",,,0.02,
"17",36.965902573,24.2,"37",5.5e-08,"0",,,3/2,0.456000000238419,-0.0644000023603439,"+","1919",6.66666664983495e-06,0.2,,0.00059999997029081
"18",36.966776301,,"37",2.21e-07,"1",35.011,day,3/2,0.763999998569489,0.0759999975562096,"+","1941",0.0033333336468786,,0.019,0.00300000002607703
"19",36.97337589,,"37",1e-07,"1",1.23651,sec,3/2,0.135473325848579,0.108999997377396,"+","1958",3.9999998989515e-05,,0.00094,0.00400000018998981
"20",36.985897849,,"37",6.8e-07,"1",181,msec,3/2,,-0.150000005960464,"+","1964",,,0.9,0.109999999403954
"21",37.004058,,"37",0.000322,"0",,,7/2,,,"-",,,,,
"22",37.027021,,"37",0.000429,"0",,,1/2,,0,"+",,,,,0
"11",38.066458,,"38",0.000768,"0",,,,,,,,,,,
"12",38.03658,,"38",0.00054,"1",,msec,"0",0,0,"+","1997",0,,,0
"13",38.017681,,"38",0.000161,"1",9,msec,"0",0,0,"-","1989",0,,0.7,0
"14",37.995523,,"38",0.0001125,"1",63,msec,"0",0,0,"+","1979",0,,8,0
"15",37.984303105,,"38",7.7918e-05,"1",640,msec,"2",,,"-","1971",,,140,
"16",37.9711633,,"38",7.699e-06,"1",170.3,minute,"0",0,0,"+","1958",0,,0.7,0
"17",37.968010408,,"38",1.05e-07,"1",37.23,minute,"2",1.02499997615814,,"-","1940",0.00999999977648258,,0.014,
"18",37.962732102,0.0629,"38",2.09e-07,"0",,,"0",0,0,"+","1934",0,0.007,,0
"19",37.969081114,,"38",2.09e-07,"1",7.651,minute,"3",0.457000017166138,,"+","1937",0.0020000000949949,,0.019,
"20",37.976319223,,"38",2.08e-07,"1",443.7,msec,"0",0,0,"+","1966",0,,0.25,0
"21",37.995438,,"38",0.000215,"0",,,"2",,,"-",,,,,
"22",38.012206,,"38",0.000322,"0",,,"0",0,0,"+",,0,,,0
"11",39.075123,,"39",0.000797,"1",,msec,3/2,,,"+","2019",,,,
"12",39.045921,,"39",0.000551,"0",,,7/2,,,"-",,,,,
"13",39.02307,,"39",0.000322,"1",7.6,msec,5/2,,,"+","1989",,,1.6,
"14",39.002491,,"39",0.0001455,"1",41.2,msec,5/2,,,"-","1979",,,4.1,
"15",38.986285865,,"39",0.000120929,"1",282,msec,1/2,,0,"+","1977",,,24,0
"16",38.97513385,,"39",5.3677e-05,"1",11.5,sec,7/2,,,,"1971",,,0.5,
"17",38.968008151,,"39",1.859e-06,"1",56.2,minute,3/2,,,"+","1949",,,0.6,
"18",38.964313037,,"39",5.367e-06,"1",268,year,7/2,-0.454285711050034,-0.11599999666214,"-","1950",0.00428571458905935,,8,0.0020000000949949
"19",38.96370648482,93.2581,"39",4.89e-09,"0",,,3/2,0.260979980230331,0.602999985218048,"+","1921",5.33333331986796e-06,0.0044,,0.00600000005215406
"20",38.970710811,,"39",6.4e-07,"1",860.3,msec,3/2,0.68093329668045,0.0379999987781048,"+","1943",0.000106666666397359,,0.8,0.00300000002607703
"21",38.984784953,,"39",2.5765e-05,"0",,,7/2,,,"-","1988",,,,
"22",39.002684,,"39",0.000215,"1",28.5,msec,3/2,,,"+","1990",,,0.9,
"23",39.02423,,"39",0.000429,"0",,,7/2,,,"-",,,,,
"12",40.053194,,"40",0.000537,"1",,msec,"0",0,0,"+","2007",0,,,0
"13",40.03094,,"40",0.000322,"1",,msec,,,,,"1996",,,,
"14",40.006083641,,"40",0.000130962,"1",31.2,msec,"0",0,0,"+","1989",0,,2.6,0
"15",39.991262221,,"40",8.9755e-05,"1",150,msec,"2",,,"-","1979",,,8,
"16",39.975482561,,"40",4.274e-06,"1",8.8,sec,"0",0,0,"+","1971",0,,2.2,0
"17",39.970415466,,"40",3.4423e-05,"1",1.35,minute,"2",,,"-","1956",,,0.03,
"18",39.96238312204,99.6035,"40",2.34e-09,"0",,,"0",0,0,"+","1920",0,0.025,,0
"19",39.963998165,0.0117,"40",6e-08,"1",1.248,Gyear,"4",-0.324492514133453,-0.75,"-","1935",7.49999981053406e-06,0.0001,0.003,0.00800000037997961
"20",39.96259085,96.941,"40",2.2e-08,"0",,,"0",0,0,"+","1922",0,0.156,,0
"21",39.977967275,,"40",3.036e-06,"1",182.3,msec,"4",,,"-","1955",,,0.7,
"22",39.990345146,,"40",7.3262e-05,"1",52.4,msec,"0",0,0,"+","1982",0,,0.3,0
"23",40.013387,,"40",0.000322,"0",,,"2",,,"-",,,,,
"12",41.062373,,"41",0.000537,"0",,,3/2,,,"-",,,,,
"13",41.037134,,"41",0.000429,"1",,msec,5/2,,,"+","1997",,,,
"14",41.014171,,"41",0.000322,"1",20,msec,7/2,,,"-","1989",,,2.5,
"15",40.994654,,"41",0.000129,"1",101,msec,1/2,,0,"+","1979",,,5,0
"16",40.979593451,,"41",4.4e-06,"1",1.99,sec,7/2,,,"-","1979",,,0.05,
"17",40.970684525,,"41",7.3777e-05,"1",38.4,sec,1/2,,0,"+","1971",,,0.8,0
"18",40.96450057,,"41",3.72e-07,"1",109.61,minute,7/2,-0.374285697937012,-0.0419999994337559,"-","1936",0.00228571449406445,,0.04,0.00400000018998981
"19",40.96182525611,6.7302,"41",4.03e-09,"0",,,3/2,0.143248006701469,0.734000027179718,"+","1921",3.33333332491748e-06,0.0044,,0.00700000021606684
"20",40.962277905,,"41",1.47e-07,"1",99.4,kyear,7/2,-0.455551415681839,-0.0665000006556511,"-","1939",1.99999976757681e-05,,1.5,0.00179999996908009
"21",40.969251163,,"41",8.3e-08,"1",596.3,msec,7/2,1.55094277858734,-0.144999995827675,"-","1941",0.00039999998989515,,1.7,0.00300000002607703
"22",40.983148,,"41",3e-05,"1",81.9,msec,3/2,,,"+","1964",,,0.5,
"23",41.000333,,"41",0.000215,"0",,,7/2,,,"-",,,,,
"24",41.021911,,"41",0.000429,"0",,,3/2,,,"+",,,,,
"13",42.045078,,"42",0.000537,"1",,msec,,,,,"2007",,,,
"14",42.018078,,"42",0.000322,"1",12.5,msec,"0",0,0,"+","1990",0,,3.5,0
"15",42.00117214,,"42",0.000101996,"1",48.5,msec,,,,,"1979",,,1.5,
"16",41.9810651,,"42",3e-06,"1",1.016,sec,"0",0,0,"+","1979",0,,0.015,0
"17",41.973342,,"42",6.4e-05,"1",6.8,sec,"2",,,"-","1971",,,0.3,
"18",41.963045737,,"42",6.2e-06,"1",32.9,year,"0",0,0,"+","1952",0,,1.1,0
"19",41.962402305,,"42",1.13e-07,"1",12.355,hour,"2",-0.571250021457672,,"-","1935",0.000299999985145405,,0.007,
"20",41.95861778,0.647,"42",1.59e-07,"0",,,"0",0,0,"+","1934",0,0.023,,0
"21",41.965516686,,"42",1.65e-07,"1",680.72,msec,"0",0,0,"+","1955",0,,0.26,0
"22",41.973049369,,"42",2.89e-07,"1",208.3,msec,"0",0,0,"+","1964",0,,0.4,0
"23",41.99182,,"42",0.00021,"0",,,"2",,,"-",,,,,
"24",42.007579,,"42",0.000322,"1",13.3,msec,"0",0,0,"+","1996",0,,1,0
"13",43.05182,,"43",0.000644,"1",,msec,5/2,,,"+","2007",,,,
"14",43.026119,,"43",0.000429,"1",,msec,3/2,,,"-","2002",,,,
"15",43.005411,,"43",0.000322,"1",35.8,msec,1/2,,0,"+","1989",,,1.3,0
"16",42.986907635,,"43",5.335e-06,"1",265,msec,3/2,,,"-","1979",,,13,
"17",42.9740637,,"43",6.6407e-05,"1",3.13,sec,3/2,,,"+","1976",,,0.09,
"18",42.965636056,,"43",5.7e-06,"1",5.37,minute,5/2,-0.408799976110458,0.142000004649162,"-","1969",0.00240000011399388,,0.06,0.0140000004321337
"19",42.960734701,,"43",4.4e-07,"1",22.3,hour,3/2,0.108866661787033,,"+","1949",0.000533333339262754,,0.1,
"20",42.958766381,0.135,"43",2.44e-07,"0",,,7/2,-0.376379996538162,-0.0408000014722347,"-","1934",1.71428564499365e-05,0.01,,0.0007999999797903
"21",42.961150425,,"43",1.999e-06,"1",3.891,hour,7/2,1.29314291477203,-0.270000010728836,"-","1935",0.0028571430593729,,0.012,0.0499999970197678
"22",42.96852842,,"43",6.139e-06,"1",509,msec,7/2,0.24285714328289,,"-","1948",0.00571428565308452,,5,
"23",42.980766,,"43",4.6e-05,"1",79.3,msec,7/2,,,"-","1987",,,2.4,
"24",42.997885,,"43",0.000215,"1",21.1,msec,3/2,,,"+","1992",,,0.3,
"25",43.018647,,"43",0.000429,"0",,,5/2,,,"-",,,,,
"14",44.031466,,"44",0.000537,"1",,msec,"0",0,0,"+","2007",0,,,0
"15",44.011927,,"44",0.000429,"1",18.5,msec,,,,,"1989",,,2.5,
"16",43.990118846,,"44",5.6e-06,"1",100,msec,"0",0,0,"+","1979",0,,1,0
"17",43.978014918,,"44",9.1859e-05,"1",562,msec,"2",0.274899989366531,,"-","1979",0.000199999994947575,,106,
"18",43.964923814,,"44",1.7e-06,"1",11.87,minute,"0",0,0,"+","1969",0,,0.05,0
"19",43.961586984,,"44",4.5e-07,"1",22.13,minute,"2",-0.428000003099442,,"-","1954",0.0020000000949949,,0.19,
"20",43.955481489,2.086,"44",3.48e-07,"0",,,"0",0,0,"+","1922",0,0.11,,0
"21",43.959402818,,"44",1.884e-06,"1",4.0421,hour,"2",1.24899995326996,0.100000001490116,"+","1937",0.00250000017695129,,0.0025,0.0499999970197678
"22",43.959689936,,"44",7.51e-07,"1",59.1,year,"0",0,0,"+","1954",0,,0.3,0
"23",43.974440977,,"44",7.799e-06,"1",111,msec,"2",,,,"1971",,,7,
"24",43.985591,,"44",5.5e-05,"1",42.8,msec,"0",0,0,"+","1987",0,,0.6,0
"25",44.008009,,"44",0.000322,"0",,,"2",,,"-",,,,,
"14",45.039818,,"45",0.000644,"1",,msec,3/2,,,"-",,,,,
"15",45.017134,,"45",0.000537,"1",,msec,1/2,,0,"+","1990",,,,0
"16",44.996414,,"45",0.000322,"1",68,msec,3/2,,,"-","1989",,,2,
"17",44.980394353,,"45",0.000146177,"1",413,msec,3/2,,,"+","1979",,,25,
"18",44.968039731,,"45",5.5e-07,"1",21.48,sec,5/2,,,"-","1974",,,0.15,
"19",44.960691491,,"45",5.6e-07,"1",17.8,minute,3/2,0.115599997341633,,"+","1964",0.000533333339262754,,0.6,
"20",44.95618627,,"45",3.92e-07,"1",162.61,day,7/2,-0.378971427679062,0.0379999987781048,"-","1940",0.000371428584912792,,0.09,0.0120000001043081
"21",44.955907051,100,"45",7.12e-07,"0",,,7/2,1.35828578472137,-0.219999998807907,"-","1923",2.28571425395785e-05,0,,0.0020000000949949
"22",44.958120758,,"45",8.97e-07,"1",184.8,minute,7/2,0.0271428562700748,0.0149999996647239,"-","1941",0.000571428623516113,,0.5,0.0150000005960464
"23",44.965768498,,"45",9.26e-07,"1",547,msec,7/2,,,"-","1975",,,6,
"24",44.97905,,"45",3.8e-05,"1",60.9,msec,7/2,,,"-","1974",,,0.4,
"25",44.994654,,"45",0.000322,"0",,,5/2,,,"-",,,,,
"26",45.015467,,"45",0.000304,"1",2.5,msec,3/2,,,"+","1996",,,0.2,
"15",46.02452,,"46",0.000537,"1",,msec,,,,,"1990",,,,
"16",46.000687,,"46",0.000429,"1",50,msec,"0",0,0,"+","1989",0,,8,0
"17",45.985254926,,"46",0.0001044,"1",232,msec,"2",,,"-","1989",,,2,
"18",45.968039244,,"46",2.5e-06,"1",8.4,sec,"0",0,0,"+","1974",0,,0.6,0
"19",45.961981584,,"46",7.8e-07,"1",96.3,sec,"2",-0.525499999523163,,"-","1965",0.00300000002607703,,0.08,
"20",45.953687726,0.004,"46",2.398e-06,"0",,,"0",0,0,"+","1938",0,0.003,,0
"21",45.955167034,,"46",7.2e-07,"1",83.757,day,"4",0.759999990463257,0.119000002741814,"+","1936",0.0020000000949949,,0.014,0.00600000005215406
"22",45.952626356,8.25,"46",9.7e-08,"0",,,"0",0,0,"+","1934",0,0.03,,0
"23",45.960197389,,"46",1.43e-07,"1",422.62,msec,"0",0,0,"+","1952",0,,0.05,0
"24",45.968360969,,"46",1.2295e-05,"1",224.3,msec,"0",0,0,"+","1972",0,,1.3,0
"25",45.986669,,"46",9.3e-05,"1",36.2,msec,"4",,,"+","1987",,,0.4,
"26",46.001299,,"46",0.000322,"1",13,msec,"0",0,0,"+","1992",0,,2,0
"15",47.030929,,"47",0.000644,"1",,msec,1/2,,0,"+","2018",,,,0
"16",47.00773,,"47",0.000429,"1",,msec,3/2,,,"-","1989",,,,
"17",46.989715,,"47",0.000215,"1",101,msec,3/2,,,"+","1989",,,5,
"18",46.972767112,,"47",1.3e-06,"1",1.23,sec,3/2,,,,"1985",,,0.03,
"19",46.961661612,,"47",1.5e-06,"1",17.38,sec,1/2,3.8659999370575,0,"+","1964",0.0180000010877848,,0.03,0
"20",46.954541134,,"47",2.384e-06,"1",4.536,day,7/2,-0.401828557252884,0.0839999988675117,"-","1951",0.000314285716740415,,0.003,0.00600000005215406
"21",46.952402444,,"47",2.072e-06,"1",3.3492,day,7/2,1.52571427822113,-0.219999998807907,"-","1945",0.00571428565308452,,0.0006,0.0299999993294477
"22",46.951757491,7.44,"47",8.5e-08,"0",,,5/2,-0.315255999565125,0.301999986171722,"-","1934",4.39999967056792e-05,0.02,,0.0100000007078052
"23",46.954903558,,"47",1.18e-07,"1",32.6,minute,3/2,,,"-","1942",,,0.3,
"24",46.962894995,,"47",5.578e-06,"1",461.6,msec,3/2,,,"-","1972",,,1.5,
"25",46.975774,,"47",3.4e-05,"1",88,msec,5/2,,,"-","1987",,,1.3,
"26",46.992346,,"47",0.000537,"1",21.9,msec,7/2,,,"-","1992",,,0.2,
"27",47.011401,,"47",0.000644,"0",,,7/2,,,"-",,,,,
"16",48.013301,,"48",0.000537,"1",,msec,"0",0,0,"+","1990",0,,,0
"17",47.995405,,"48",0.000537,"1",,msec,,,,,"1989",,,,
"18",47.976001,,"48",1.8e-05,"1",415,msec,"0",0,0,"+","2004",0,,15,0
"19",47.965341184,,"48",8.3e-07,"1",6.83,sec,"1",,,"-","1972",,,0.14,
"20",47.952522654,0.187,"48",1.8e-08,"1",56,Eyear,"0",0,0,"+","1938",0,0.021,10,0
"21",47.952222903,,"48",5.313e-06,"1",43.67,hour,"6",0.62283331155777,,"+","1937",0.0020000000949949,,0.09,
"22",47.947940677,73.72,"48",7.9e-08,"0",,,"0",0,0,"+","1923",0,0.03,,0
"23",47.9522509,,"48",1.043e-06,"1",15.9735,day,"4",0.503000020980835,,"+","1937",0.00275000021792948,,0.0025,
"24",47.954029431,,"48",7.848e-06,"1",21.56,hour,"0",0,0,"+","1952",0,,0.03,0
"25",47.96854876,,"48",7.191e-06,"1",158.1,msec,"4",,,"+","1987",,,2.2,
"26",47.980667,,"48",9.9e-05,"1",45.3,msec,"0",0,0,"+","1987",0,,0.6,0
"27",48.001857,,"48",0.000537,"0",,,"6",,,"+",,,,,
"28",48.019515,,"48",0.000455,"1",2.8,msec,"0",0,0,"+","2000",0,,0.8,0
"16",49.021891,,"49",0.000626,"1",,msec,1/2,,0,"-","2018",,,,0
"17",49.000794,,"49",0.000429,"1",,msec,3/2,,,"+","1989",,,,
"18",48.981685,,"49",0.000429,"1",236,msec,3/2,,,"-","1989",,,8,
"19",48.968210753,,"49",8.6e-07,"1",1.26,sec,1/2,2.67720007896423,0,"+","1972",0.0015999999595806,,0.05,0
"20",48.955662625,,"49",1.9e-07,"1",8.718,minute,3/2,-0.919933319091797,-0.0359999984502792,"-","1950",0.000533333339262754,,0.006,0.00300000002607703
"21",48.950013159,,"49",2.434e-06,"1",57.18,minute,7/2,1.60285723209381,,"-","1940",0.00857142824679613,,0.13,
"22",48.947864391,5.41,"49",8.4e-08,"0",,,7/2,-0.315342873334885,0.246999993920326,"-","1934",3.99999953515362e-05,0.02,,0.0110000008717179
"23",48.948510509,,"49",8.84e-07,"1",330,day,7/2,1.27714276313782,,"-","1940",0.0142857134342194,,15,
"24",48.95133372,,"49",2.363e-06,"1",42.3,minute,5/2,0.190400004386902,,"-","1942",0.00120000005699694,,0.1,
"25",48.95961335,,"49",2.377e-06,"1",382,msec,5/2,,,"-","1970",,,7,
"26",48.973429,,"49",2.6e-05,"1",64.7,msec,7/2,,,"-","1970",,,0.3,
"27",48.989501,,"49",0.000537,"0",,,7/2,,,"-",,,,,
"28",49.009157,,"49",0.000644,"1",7.5,msec,7/2,,,"-","1996",,,1,
"17",50.008266,,"50",0.000429,"1",,msec,,,,,"2009",,,,
"18",49.985797,,"50",0.000537,"1",106,msec,"0",0,0,"+","1989",0,,6,0
"19",49.972380015,,"50",8.3e-06,"1",472,msec,"0",0,0,"-","1972",0,,4,0
"20",49.957499215,,"50",1.7e-06,"1",13.45,sec,"0",0,0,"+","1964",0,,0.05,0
"21",49.952187437,,"50",2.7e-06,"1",102.5,sec,"5",,,"+","1959",,,0.5,
"22",49.944785622,5.18,"50",8.8e-08,"0",,,"0",0,0,"+","1934",0,0.02,,0
"23",49.947156681,0.25,"50",9.9e-08,"1",271,Pyear,"6",0.557366669178009,0.209999993443489,"+","1949",6.66666674078442e-05,0.01,13,0.0399999991059303
"24",49.946042209,4.345,"50",1e-07,"0",,,"0",0,0,"+","1930",0,0.013,,0
"25",49.954238157,,"50",1.23e-07,"1",283.21,msec,"0",0,0,"+","1952",0,,0.07,0
"26",49.962988,,"50",9e-06,"1",152,msec,"0",0,0,"+","1977",0,,0.6,0
"27",49.981117,,"50",0.000135,"1",38.8,msec,"6",,,"+","1987",,,0.2,
"28",49.996286,,"50",0.000537,"1",18.5,msec,"0",0,0,"+","1994",0,,1.2,0
"17",51.015341,,"51",0.000751,"1",,msec,3/2,,,"+","1990",,,,
"18",50.993033,,"51",0.000429,"1",,msec,1/2,,0,"-","1989",,,,0
"19",50.975828664,,"51",1.4e-05,"1",365,msec,3/2,0.342000007629395,,"+","1983",0.00133333343546838,,5,
"20",50.960995663,,"51",5.6e-07,"1",10,sec,3/2,-0.699733316898346,0.0359999984502792,"-","1980",0.000733333348762244,,0.8,0.0120000001043081
"21",50.953568838,,"51",2.7e-06,"1",12.4,sec,7/2,,,,"1966",,,0.1,
"22",50.946609468,,"51",5.19e-07,"1",5.76,minute,3/2,,,"-","1947",,,0.01,
"23",50.943957664,99.75,"51",1.04e-07,"0",,,7/2,1.47039997577667,-0.0520000010728836,"-","1924",0.000199999994947575,0.01,,0.0100000007078052
"24",50.944765388,,"51",1.78e-07,"1",27.7015,day,7/2,0.266857147216797,,"-","1940",0.00142857152968645,,0.0011,
"25",50.94820877,,"51",3.26e-07,"1",45.81,minute,5/2,1.4300000667572,0.409999996423721,"-","1938",0.00160000007599592,,0.21,0.0799999982118607
"26",50.956855137,,"51",1.501e-06,"1",305.4,msec,5/2,,,"-","1972",,,2.3,
"27",50.970647,,"51",5.2e-05,"1",68.8,msec,7/2,,,"-","1987",,,1.9,
"28",50.987493,,"51",0.000537,"1",23.8,msec,7/2,,,"-","1987",,,0.2,
"17",52.024004,,"52",0.000751,"1",,msec,,,,,"2018",,,,
"18",51.998519,,"52",0.000644,"1",,msec,"0",0,0,"+","2009",0,,,0
"19",51.981602,,"52",3.6e-05,"1",110,msec,"2",,,"-","1983",,,4,
"20",51.963213646,,"52",7.2e-07,"1",4.6,sec,"0",0,0,"+","1985",0,,0.3,0
"21",51.95649617,,"52",3.3e-06,"1",8.2,sec,"3",,,,"1980",,,0.2,
"22",51.946883509,,"52",2.948e-06,"1",1.7,minute,"0",0,0,"+","1966",0,,0.1,0
"23",51.944773636,,"52",1.7e-07,"1",3.743,minute,"3",,,"+","1934",,,0.005,
"24",51.940504714,83.789,"52",1.2e-07,"0",,,"0",0,0,"+","1923",0,0.018,,0
"25",51.94555909,,"52",1.38e-07,"1",5.591,day,"6",0.510366678237915,0.5,"+","1938",0.000199999994947575,,0.003,0.0700000002980232
"26",51.948113364,,"52",1.92e-07,"1",8.275,hour,"0",0,0,"+","1948",0,,0.008,0
"27",51.963130224,,"52",5.669e-06,"1",111.7,msec,"6",,,"+","1987",,,2.1,
"28",51.975781,,"52",8.9e-05,"1",41.8,msec,"0",0,0,"+","1987",0,,1,0
"29",51.997982,,"52",0.000644,"0",,,"3",,,"+",,,,,
"18",53.00729,,"53",0.00075,"1",,msec,5/2,,,"-","2009",,,,
"19",52.9868,,"53",0.00012,"1",30,msec,3/2,,,"+","1983",,,5,
"20",52.968451,,"53",4.7e-05,"1",461,msec,1/2,,0,"-","1983",,,90,0
"21",52.958379173,,"53",1.9e-05,"1",2.4,sec,7/2,,,"-","1980",,,0.6,
"22",52.949670714,,"53",3.1e-06,"1",32.7,sec,3/2,,,,"1977",,,0.9,
"23",52.94433494,,"53",3.331e-06,"1",1.543,minute,7/2,,,"-","1960",,,0.014,
"24",52.940646304,9.501,"53",1.24e-07,"0",,,3/2,-0.31620666384697,-0.150000005960464,"-","1930",4.66666642751079e-05,0.017,,0.0499999970197678
"25",52.941287497,,"53",3.71e-07,"1",3.7,Myear,7/2,1.43799996376038,0.170000001788139,"-","1955",0.00142857152968645,,0.4,0.0299999993294477
"26",52.945305629,,"53",1.792e-06,"1",8.51,minute,7/2,-0.185714274644852,,"-","1938",0.00285714282654226,,0.02,
"27",52.954203278,,"53",1.854e-06,"1",244.6,msec,7/2,,,"-","1970",,,2.8,
"28",52.96819,,"53",2.7e-05,"1",55.2,msec,7/2,,,"-","1976",,,0.7,
"29",52.985894,,"53",0.000537,"0",,,3/2,,,"-",,,,,
"18",54.013484,,"54",0.000859,"1",,msec,"0",0,0,"+","2018",0,,,0
"19",53.994471,,"54",0.000429,"1",10,msec,"2",,,"-","1983",,,5,
"20",53.972989,,"54",5.2e-05,"1",90,msec,"0",0,0,"+","1997",0,,6,0
"21",53.963029359,,"54",1.5e-05,"1",526,msec,"3",,,,"1990",,,15,
"22",53.950892,,"54",1.7e-05,"1",2.1,sec,"0",0,0,"+","1980",0,,1,0
"23",53.946432009,,"54",1.2001e-05,"1",49.8,sec,"3",,,"+","1970",,,0.5,
"24",53.938877359,2.365,"54",1.42e-07,"0",,,"0",0,0,"+","1930",0,0.007,,0
"25",53.940355772,,"54",1.08e-06,"1",312.081,day,"3",1.09899997711182,0.370000004768372,"+","1938",0.00100000004749745,,0.032,0.0299999993294477
"26",53.939608189,5.845,"54",3.68e-07,"0",,,"0",0,0,"+","1923",0,0.105,,0
"27",53.948459075,,"54",3.8e-07,"1",193.27,msec,"0",0,0,"+","1952",0,,0.06,0
"28",53.957833,,"54",5e-06,"1",114.1,msec,"0",0,0,"+","1977",0,,0.3,0
"29",53.977198,,"54",0.000429,"0",,,"3",,,"+",,,,,
"30",53.993879,,"54",0.000232,"1",1.8,msec,"0",0,0,"+","2005",0,,0.5,0
"19",55.000505,,"55",0.000537,"1",,msec,3/2,,,"+","2009",,,,
"20",54.979978,,"55",0.000172,"1",22,msec,5/2,,,"-","1997",,,2,
"21",54.966889637,,"55",6.7e-05,"1",96,msec,7/2,,,,"1990",,,2,
"22",54.955091,,"55",3.1e-05,"1",1.3,sec,1/2,,0,,"1980",,,0.1,0
"23",54.947262,,"55",2.9e-05,"1",6.54,sec,7/2,,,"-","1977",,,0.15,
"24",54.940836637,,"55",2.45e-07,"1",3.497,minute,3/2,,,"-","1952",,,0.003,
"25",54.93804304,100,"55",2.79e-07,"0",,,5/2,1.38675999641418,0.330000013113022,"-","1923",0.00023999999393709,0,,0.0100000007078052
"26",54.938291158,,"55",3.3e-07,"1",2.7562,year,3/2,,,"-","1939",,,0.0004,
"27",54.941996416,,"55",4.34e-07,"1",17.53,hour,7/2,1.37771427631378,,"-","1938",0.000857142847962677,,0.03,
"28",54.951329846,,"55",7.57e-07,"1",203.9,msec,7/2,0.280000001192093,,"-","1972",0.00857142824679613,,1.3,
"29",54.966038,,"55",0.000167,"1",55.9,msec,3/2,,,"-","1987",,,1.5,
"30",54.984681,,"55",0.000429,"1",19.8,msec,5/2,,,"-","2001",,,1.3,
"19",56.008567,,"56",0.000644,"1",,msec,"2",,,"-","2009",,,,
"20",55.985496,,"56",0.000268,"1",11,msec,"0",0,0,"+","1997",0,,2,0
"21",55.972607611,,"56",0.000278761,"1",26,msec,"1",,,"+","1997",,,6,
"22",55.957677675,,"56",0.000107569,"1",200,msec,"0",0,0,"+","1980",0,,5,0
"23",55.950420082,,"56",0.000188819,"1",216,msec,"1",,,"+","1980",,,4,
